original_index,kualifikasi
5858,"Data Analyst III - NYC, NY - 3 hari onsite per minggu, dengan pengalaman minimal 8 tahun dalam semua fase data modeling, data warehousing, data mining, data entity analysis, logical database design, dan relational database definition, bertanggung jawab untuk menguasai dan mampu mengembangkan sistem data yang efektif, berpengalaman dalam mengelola dan menganalisis data besar, serta bertanggung jawab untuk mengembangkan dan mengimplementasikan strategi data yang berkelanjutan."
5859,"Menguasai Data Engineering, ETL (Extract Transform Load), Data Reconciliation, Software Development, Infrastructure, Cloud, Data Management, Regulatory Knowledge, FDA, CDISC SDTM, dan GCP (Good Clinical Practices), serta berpengalaman dalam mengembangkan dan mengelola infrastruktur teknis, mampu mengintegrasikan data dari berbagai sumber, bertanggung jawab atas keseluruhan proses pengembangan dan implementasi sistem, serta berkomunikasi dengan tim untuk memastikan kebutuhan dan keamanan data terpenuhi."
5860,"Menguasai Data Engineering, Data Analytics, Data Pipelines, Data Warehousing, SQL, ETL/ELT, R, Python, Go, C++, Data Visualization, Data Analysis, Statistics, Data Dissemination, Data Preprocessing, dan Data Automation dengan pengalaman yang tidak ada, bertanggung jawab untuk mengembangkan dan mengelola sistem data yang efektif dan efisien untuk mendukung operasional perusahaan."
5861,"Menguasai Data Analysis, Data Visualization, Reporting, SQL, DAX, PowerBI, Star Schemas, Dax Studio, CI/CD, Microsoft Power BI, Python, Uber H3 Hexagon Package, Github, Azure, SQL Server, SnowFlake, Data Catalog dan memiliki pengalaman yang tidak ada dalam bidang yang sama, bertanggung jawab untuk melaksanakan tugas utama pekerjaan sebagai Senior Data Analyst."
5862,"Menguasai SQL Server Analysis Services dan Partner for Windows, berpengalaman sebagai Data Analyst selama tidak ada tahun, bertanggung jawab untuk melakukan data cleansing, data visualization, dan pembuatan laporan menggunakan berbagai alat, serta mampu berkomunikasi dan menyajikan hasil analisis dengan baik."
5863,"Menguasai data engineering, data infrastructure, dan data pipelines, serta memiliki pengalaman minimal 1 tahun di bidang yang sama, bertanggung jawab untuk mengembangkan, membangun, dan menjaga infrastruktur data dan pipeline yang efektif, serta berkomunikasi dengan tim aplikasi, ilmuwan data, analis data, dan tim operasional untuk memastikan kualitas data yang baik dan integrasi yang lancar dengan sistem yang ada."
5864,"Menguasai Data Science, Python, AI, Machine Learning, Data Engineering, dan Data Solutions, serta mampu bekerja dengan teknologi terkini, tidak ada pengalaman kerja sebelumnya, dan bertanggung jawab untuk mengembangkan dan menerapkan solusi data yang inovatif dalam tim yang dinamis."
5865,"Menguasai Python dan memiliki pengalaman lebih dari 5 tahun dalam bidang data engineering, bertanggung jawab untuk merancang, mengimplementasikan, dan memelihara solusi data yang kuat, serta mampu bekerja sama dengan tim lintas fungsi untuk mengembangkan solusi data engineering yang berkualitas tinggi."
5866,"Menguasai bahasa pemrograman Go, Python, serta teknologi terkait seperti Apache Kafka, Infrastructure as Code, Terraform, dan Cloud Formation, serta memiliki pengalaman yang beragam dalam bidang database, API Layers, dan Load Balancers, bertanggung jawab untuk mengembangkan dan mengelola sistem data yang efektif dan efisien."
5867,"Menguasai SQL, TSQL, SSAS, SSRS, Power BI, Power BI Desktop, Power BI Service, DAX, CTE, JSON, data modeling, dataflow, SQL Server Integration Services, SQL Server Analysis Services, dan SQL Server Reporting Services. Bertanggung jawab dalam mengelola data dan laporan, mampu bekerja dengan tim untuk mengembangkan solusi data yang efektif dan efisien."
5868,"Menguasai Python, Pyspark, Java, SQL, dan AWS, serta memiliki pengalaman berpengalaman dalam bidang data engineering selama 5 tahun, bertanggung jawab untuk mengembangkan strategi dan kemampuan tim, serta melatih anggota tim junior."
5869,"Menguasai Data Engineering, Python, Apache Spark, ETL Pipelines, SQL, dan AWS, serta mampu mengembangkan dan mengelola data dengan efektif, namun tidak memiliki pengalaman dalam bidang ini, bertanggung jawab untuk mengembangkan dan mengelola data yang kompleks dan beragam."
5870,"Menguasai Java, Python, Scala, Spark, SQL, AWS, EMR, Glue, RedShift, Kinesis, Lambda, DynamoDB, ETL, Data warehouse, Data lake, Data mining, Machine learning, Natural language processing, dan Scrum serta PlatformasaServ, mampu bekerja dengan fleksibilitas tinggi, karena tidak ada pengalaman kerja yang spesifik, bertanggung jawab untuk melaksanakan tugas utama pekerjaan sebagai Data Engineer."
5871,"Menguasai Java, Python, Scala, Spark, SQL, dan teknologi data lainnya, serta berpengalaman dalam data engineering, dengan pengalaman minimal tidak ada, bertanggung jawab untuk melakukan tugas utama pekerjaan sebagai Lead Data Engineer, seperti data cleaning, data wrangling, data visualization, data reporting, data mining, machine learning, natural language processing, dan ETL, serta mampu bekerja dalam lingkungan Agile dan Scrum."
5872,"Menguasai Data Engineering, Data Analysis, Data Warehousing, Python, Java, Scala, SQL, Snowflake, AWS, Terraform, ECS, Kubernetes, SDLC, CICD, dbt, Fivetran, Airflow, dan Leadership, dengan pengalaman 0 tahun di bidang IT, bertanggung jawab untuk mengembangkan teknologi data, mampu mengelola dan memantau sistem data, serta berpengalaman dalam mengembangkan produk data yang berkualitas."
5873,"Menguasai Balance Sheet, Reconciliation, Data Analysis, Financial Accounting, Controller, Chart of Accounts, Excel, Tableau, PowerBI, UAT, Defect Resolution, Stakeholder Collaboration, KPIs, CA, CPA, General Ledger dengan pengalaman minimal 0 tahun di bidang Financial Accounting, bertanggung jawab untuk mengelola proses analisis data, pengumpulan kebutuhan, pengembangan BRD, pembuatan flow untuk generasi dan pemulihan proses kecuali, serta pengelolaan UAT dan validasi rilis produksi dari perspektif BA."
5874,"Menguasai database administration dan database reliability engineering dengan pengalaman minimal 5 tahun di lingkungan produksi besar dan kritis, serta mampu mengelola database performance monitoring dan tuning selama 3 tahun, serta pengalaman data lake administration selama 2 tahun, serta menguasai teknologi Prometheus, Grafana, Cloudwatch, PostgreSQL, Oracle SQL, Windows PowerShell, dan Linux/Unix Shell."
5875,"Menguasai Artificial Intelligence, Machine Learning, Generative AI, Natural Language Processing, dan Python, serta berpengalaman dalam pengembangan cloud-native environment seperti AWS selama 5 tahun di bidang pengembangan aplikasi, bertanggung jawab untuk mengembangkan dan memelihara model ML yang efektif menggunakan data besar pada infrastruktur knowledge graph, serta mampu mengembangkan dan memelihara ontologi domain khusus, seperti ontologi kesehatan, dengan menggunakan teknologi seperti AWS Neptune atau Neo4J."
5876,"Menguasai AWS Redshift, Python, dan SQL serta berpengalaman dalam pengelolaan data besar, bertanggung jawab dalam mengembangkan kerangka ETL, pipeline, dan manajemen sistem data saat ini serta implementasi pipeline dan integrasi baru, dengan latar belakang pengalaman tidak ada dan terbuka untuk semua jenjang dan jurusan pendidikan."
5877,"Menguasai AWS, Data Architecture, Cloud Computing, Data Engineering, Data Modeling, Data Pipeline, Data Warehousing, Machine Learning, ETL/ELT, Spark, Kafka, Airflow, Kubernetes, Redshift, Snowflake, Firebolt, serta berpengalaman dalam modernisasi, migrasi, dan transformasi ke platform data cloud, bertanggung jawab untuk mendesain dan membangun infrastruktur data yang dapat diandalkan dan skalabel, serta mampu melakukan analisis pada masalah kompleks dan menjadi anggota aktif dalam pengambilan keputusan desain teknologi perusahaan."
5878,"Menguasai bahasa pemrograman seperti Python, C#, Java, Scala, Go, serta teknologi seperti Apache Kafka, Spark, Flink, SQL, Linux, HBase, Hive, Delta Lake, PostgreSQL, CockroachDB, Istio, dan Version control, serta memiliki kemampuan dalam CI/CD, DevOps, Data lakes, Distributed systems, dan Bare meta, berpengalaman dalam pengembangan aplikasi misi kritis, bertanggung jawab atas perancangan dan implementasi sistem aplikasi yang efektif, dan mampu bekerja sama dengan tim untuk memastikan kinerja sistem yang stabil dan efisien."
5879,"Menguasai Google Data Migration, Security, Permission models, On-premises data gateways, Custom connectors, Scripting languages (M, Power FX, Powershell), Enterprise-level Messaging and Collaboration technologies, serta bertanggung jawab atas perancangan, pemeliharaan, dan optimasi model izin, pengganti data on-premises, koneksi kustom untuk layanan struktur dan tidak terstruktur, dan memiliki pengetahuan kerja yang baik dalam beberapa bahasa pemrograman, dengan pengalaman kerja yang tidak ada, dan bertanggung jawab atas tugas utama pekerjaan sebagai Sr. Software Google Data Migration Engineer."
5880,"Menguasai teknologi AWS dan memiliki pengalaman 0 tahun di bidang cloud data engineering, bertanggung jawab atas modernisasi, migrasi, dan transformasi ke platform data cloud, serta merancang dan membangun infrastruktur data yang dapat diandalkan, skala, dan aman dengan menggunakan teknik privasi dan keamanan yang canggih menggunakan teknologi AWS."
5881,"Menguasai Data Warehousing, Reporting, dan Business Intelligence, serta memiliki pengalaman yang cukup dalam bidang Data Analytics, mampu mengembangkan dan mendukung sistem aplikasi untuk mengumpulkan, menganalisis, dan mengubah data bisnis besar menjadi solusi pelaporan dan analitis perusahaan yang efektif, bertanggung jawab atas desain, pengembangan, dan dukungan sistem dan aplikasi tersebut, serta memimpin proyek yang melibatkan analis database dan pengembang laporan untuk menciptakan solusi data warehouse dan pelaporan/analis, serta memastikan pengiriman data, analisis, dan laporan yang berkualitas tinggi, konsisten, dan akurat."
5882,"Menguasai Data Analysis, Research, SPSS, Statistical Software, Report Writing, Data Collection, Data Interpretasi, Grant/Proposal Preparation, Quantitative Analysis, dan Qualitative Analysis, serta memiliki kemampuan untuk mengumpulkan dan menganalisis data, serta menulis laporan, dengan pengalaman tidak ada dan terbuka untuk semua jenjang dan jurusan pendidikan, bertanggung jawab untuk melakukan analisis data yang mendalam dan mengembangkan laporan federal dan negara bagian, serta menganalisis data trend untuk program internal dan pengambilan keputusan manajemen."
5883,"Data Scientist yang kami cari harus menguasai Data Analytics, Predictive Modeling, Data Visualization, Machine Learning, Healthcare Data, Patient Data, Claims Data, serta memiliki kemampuan dalam menggunakan SQL, Python, Git, Jupyter, SageMaker, Scrum, Agile, dan Data Orchestration, Data Qual. Pada posisi ini, kandidat harus bertanggung jawab dalam mengelola dan menganalisis data untuk mendukung perusahaan dalam mencapai tujuan bisnisnya, terutama dalam meningkatkan kualitas hidup dan hasil medis bagi populasi yang sulit dijangkau."
5884,"Menguasai SharePoint Online, MS Teams, Power Platform, Power Apps, Power Automate, O365 platform, C#, CSOM, PowerShell scripting, serta memiliki pengalaman tidak lebih dari 12 bulan dalam bidang Unified Communications, bertanggung jawab untuk menyelesaikan tugas-tugas yang meliputi mengorganisir informasi dari berbagai sumber untuk menyediakan hasil yang terstruktur dengan baik."
5885,"Menguasai AWS Redshift, Python, dan SQL, serta berpengalaman dalam pengembangan infrastruktur data, pengelolaan sistem data, dan integrasi pipeline, dengan lama pengalaman tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan, bertanggung jawab dalam merancang dan membangun infrastruktur data yang dapat diandalkan dan skalabel dengan privasi dan keamanan yang tinggi."
5886,"Menguasai Data Engineering, Data Migration, Big Data tools, Cloud Computing, Adtech experience, Python, SQL, AWS, Apache Spark, PySpark, Amazon Glue dengan pengalaman 4-6 tahun di bidang Data Engineering dan bertanggung jawab untuk melakukan migrasi data ke cloud menggunakan tools Big Data."
5887,"Menguasai data analisis, logging, data sistem kendaraan, data cloud, analisis kegagalan, interpretasi data armada, digital twin, powertrain, logging kendaraan, alat diagnostik, Vector CANape, CANalyzer, dan analisis kerusakan dengan pengalaman yang beragam dalam berbagai bidang dan bertanggung jawab untuk menganalisis dan memberikan laporan hasil analisis data yang akurat dan efektif."
5888,"Menguasai Data Engineering, Machine Learning, Data Science, Python, Java, Bash, SQL, Git, Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, PySpark, AWS, GCP, Azure, NoSQL, Dynamodb, ETL, Kafka, Storm, dan memiliki pengalaman 0 tahun di bidang yang sama, bertanggung jawab untuk membangun dataset ML berkualitas tinggi skala besar yang digunakan untuk melatih model AI di industri perjodohan."
5889,"Menguasai Data Engineering, ML Data Ops, Data Pre/Post Processing, Data Mining, Data Cleaning, Data Normalization, Data Modeling, Data Platforms, Data Frameworks, Big Data, Data Governance, dan Data Compliance dengan pengalaman minimal NULL di bidang Data Engineering dan bertanggung jawab dalam membangun dataset ML berkualitas tinggi skala besar yang digunakan untuk revolusi industri perjodohan."
5890,"Menguasai Data Engineering, ML Data Ops, Data Pipelines, ML Datasets, Data Mining, Data Cleaning, Data Normalization, Data Modeling, Airflow, KubeFlow, NLP, Automated Testing, Bash, Spark, Docker, Kubernetes, dan Machine Learning, dengan pengalaman tidak ada dan terbuka untuk semua jenjang dan jurusan pendidikan, bertanggung jawab untuk membangun dataset ML berkualitas tinggi skala besar, digunakan dalam industri perjodohan."
5891,"Menguasai data engineering, machine learning, data mining, data cleaning, data normalization, data modeling, statistical analysis, data visualization dengan menggunakan tools seperti Pandas, R, Airflow, KubeFlow, Python, Java, Bash, SQL, dan Git serta memiliki pengalaman minimal 0 tahun di bidang yang sama dan bertanggung jawab untuk membangun dataset ML yang berkualitas tinggi skala besar yang digunakan untuk revolusi industri dating."
5892,"Menguasai Python, Java, Bash, SQL, Git, Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, PySpark, AWS, GCP, Azure, DynamoDB, NoSQL, Kafka, Storm, SparkStreaming, Machine Learning, Data Classification, dan Data Engineering dengan pengalaman 0 tahun di bidang AI dan Data Science, bertanggung jawab untuk membangun dataset ML berkualitas tinggi skala besar yang digunakan untuk mengembangkan produk dating."
5893,"Menguasai SQL, Oracle, Snowflake, Azure SQL, ETL, Tableau, Power BI, CRM, ERP, data warehousing, data modeling, data security, data storage, database architecture, database engineering, data analysis, dan data visualisasi, serta berpengalaman dalam bidang IT dengan lama pengalaman tidak tercatat, bertanggung jawab untuk menjaga dan meningkatkan kinerja program database yang ada, serta membantu dalam merancang program database baru yang memenuhi kebutuhan penyimpanan data perusahaan."
5894,"Menguasai Data Analysis, Business Strategy, Financial Modeling, Consumer Research, Problem Solving, Communication, Project Management, serta Microsoft Office Suite, PowerPoint, dan Excel, dengan pengalaman tidak ada, bertanggung jawab mengembangkan dan menyampaikan analisis bisnis yang membantu mempengaruhi keputusan strategis untuk Tim Basket dan Tim Atlet, serta bertanggung jawab mengemban tugas utama sebagai Business Data Analyst II, Basketball."
5895,"Menguasai Data Analysis, Statistical Techniques, SQL, R, dan Python, serta memiliki kemampuan Data-Driven Decision Making, Performance Metrics, dan Reports, dengan pengalaman tidak ada di bidang ini dan bertanggung jawab untuk menganalisis data besar, mengembangkan dan menganalisis metrik kinerja, serta mengembangkan model dan algoritma untuk mengoptimalkan proses bisnis dan meningkatkan efisiensi."
5896,"Menguasai MEP Design, Revit, IES, BIM, M&E, Sustainable Design, Building Regulations, serta memiliki kemampuan dalam Commercial Management, Client Service, People Leadership, Project Management, SubDisciplines Management, dan pengelolaan External Contractor, dengan pengalaman yang tidak ada dalam bidang MEP engineering design services, bertanggung jawab untuk melaksanakan tugas utama pekerjaan dalam tim spesialis Data Centre."
5897,"Menguasai SQL, ETL, Data Lake, Data Warehouse, Tableau, Data Visualization, Azure, .NET, Visual Studio, SQL Management Studio, Oracle PL/SQL, SSRS, SSIS, dan Excel dengan pengalaman lebih dari 3 tahun dalam mengembangkan query SQL dan proses ETL, serta bertanggung jawab untuk mengembangkan sistem data yang efektif dan efisien untuk perusahaan yang bergerak di industri valve/instrumentation aplikasi minyak/gas."
5898,"Menguasai Netsuite, SQL, dan Excel serta berpengalaman dalam bidang data migration dan konsultasi, bertanggung jawab untuk mengemudikan proses migrasi data keuangan dan laporan dari sistem legacy ke Netsuite selama 4-5 bulan."
5899,"Menguasai IaC, CI/CD, Linux, Networking, SSL/TLS cert management, Secrets management, IAM, Bash/Shell, Python, Java, Go, Ruby, Kafka, Kubernetes, Spark, Databricks, AWS EMR, S3, Snowflake, Teradata, AWS, GCP, dan Architecture, serta berpengalaman dalam mengelola infrastruktur data yang kompleks, bertanggung jawab untuk merancang, mengembangkan, dan menjalankan sistem data yang skalabel, andal, dan dapat diandalkan, serta mampu bekerja sama dengan tim untuk mencapai tujuan bisnis yang besar dan berdampak."
5900,"Menguasai bahasa pemrograman Python, C#, Scala, serta teknologi terkait seperti Snowflake, Apache Airflow, Spark, Hive, Docker, dan Kubernetes, dengan pengalaman yang tidak ada dalam bidang data engineering, bertanggung jawab untuk mengembangkan dan membangun ribuan pipeline pengambilan data dari berbagai sumber, serta membangun infrastruktur data yang efektif untuk mendukung keputusan investasi."
5901,"Menguasai data analytics, data science, statistik, matematika, serta tools seperti Mixpanel, Amplitude, SQL, Python, R, A/B testing, Optimizely, dan Google Optimize, dengan pengalaman yang tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan, bertanggung jawab untuk menganalisis data dan mengungkapkan insigh yang dapat membantu menciptakan nilai tambah bagi perusahaan."
5902,"Menguasai Data Center Operations, Linux Systems Administration, Juniper, Cisco, DWDM, Remote Contractor Management, Data Center Infrastructure, Network Architecture, Server Technologies, Automation Tooling, dan JIRA, serta berpengalaman dalam mengelola infrastruktur data center, bertanggung jawab untuk mengoptimalkan kinerja jaringan dan server, serta mampu mengembangkan dan mengimplementasikan solusi teknis untuk meningkatkan efisiensi dan keamanan sistem."
5903,"Menguasai teknologi Data Engineer, Data Warehousing, BI, ETL, Azure, PowerBI, Dynamics 365, SQL, TSQL, ERP, Data Lakes, Data Synapse, dengan pengalaman minimal 5 tahun di bidang IT, bertanggung jawab untuk memimpin tim teknis dalam pengembangan dan implementasi sistem Data Warehouse dan Business Intelligence untuk perusahaan yang sedang melakukan migrasi platform ke Microsoft Dynamics 365."
5904,"Menguasai Scala, Hadoop, Hive, Impala, Unix, SQL, dan memiliki pengalaman di bidang Banking, Financial Services, dan Retail Banking, dengan tugas utama pekerjaan sebagai Data Engineer yang bertanggung jawab untuk mengembangkan dan mengelola sistem data yang skalabel dan efektif."
5905,"Menguasai Java, Python, PostgreSQL, AWS Redshift, Stitch, DMS, serta memiliki kemampuan data modeling, data governance, statistik, analitis, dan teknologi big data, serta pengalaman bertanggung jawab dalam data engineering, data pipelines, DevSecOps, dan metodologi Agile, dengan tidak ada pengalaman sebelumnya, dan terbuka untuk semua jenjang dan jurusan pendidikan."
5906,"Menguasai Informatica, Python, SQL, dan Redshift dengan pengalaman 0 tahun di bidang data engineering dan bertanggung jawab untuk mengembangkan dan mengelola sistem data dengan menggunakan teknologi Redshift."
5907,"Menguasai scripting/coding dengan fokus pada ETL dengan SQL & NoSQL, Big Data, AWS (Lambda, Glue, Step Functions, ECR, ECS, Cloud Watch), Container (Docker), PySpark, CI/CD DevOps, serta memiliki pengalaman 8+ tahun di bidang ini dan bertanggung jawab untuk mengelola dan mengembangkan sistem data yang kompleks."
5908,"Menguasai AWS data services, berpengalaman 5 tahun dalam bidang Data Engineering dengan fokus pada teknologi AWS, bertanggung jawab untuk merancang dan menerapkan proses ETL menggunakan AWS Glue, AWS Lambda, Apache Spark, atau teknologi serupa, serta mampu menulis kode yang efisien dan dapat dipelihara untuk pengolahan data menggunakan bahasa pemrograman Python, Scala, atau Java, serta memiliki pengalaman langsung dengan layanan penyimpanan data AWS seperti Amazon S3, Amazon Redshift, atau Amazon DynamoDB, serta memiliki pemahaman mendalam tentang konsep dan praktik terbaik data modeling, data warehousing, dan data integration."
5909,"Menguasai Python, Databricks, ETL/ELT, SQL, DBT, Kafka, Kinesis, Redshift, Spark, Apache Airflow, serta memiliki pengetahuan tentang data governance, data security, GDPR, CCPA, business intelligence, AI, dan machine learning. Tidak memiliki pengalaman kerja, namun bertanggung jawab untuk mengembangkan dan mengoptimalkan pipeline data dan solusi menggunakan teknologi dan metodologi terkemuka."
5910,"Azure Data Engineer yang menguasai Azure, DevOps, Automation, Policy Admin, Power BI, SQL Server, ETL, Modelling, Data Factory, Azure SQL DB, dan Azure Synapse dengan pengalaman minimal 3 tahun di bidang Financial Services atau Consulting, bertanggung jawab untuk mengelola deployment Azure, mengelola backlog, dan mengembangkan metode kerja modern menggunakan Azure Synapse."
5911,"Menguasai SQL, mampu menulis pipeline, berpengalaman dalam data modeling dan best practices, serta memiliki kemampuan untuk mengembangkan data warehouse, memiliki pengetahuan yang kuat tentang produk, dan bertanggung jawab atas area tanggung jawab masing-masing dalam tim, dengan pengalaman tidak ada dalam bidang ini, dan pendidikan terbuka untuk semua jenjang dan jurusan."
5912,"Menguasai Data Engineering, Data Warehouse Development, ETL/ELT, Azure, SQL Server, Azure Synapse Analytics, Data Factory, Data Bricks, SQL, Python, Data lakes, Business intelligence, Data warehousing, Database dengan pengalaman tidak ada dan bertanggung jawab untuk merancang dan mengimplementasikan solusi ETL/ELT yang kuat di stack Microsoft/Azure serta merancang dan mengimplementasikan data lakes dengan pendekatan desain medallion."
5913,"Menguasai Data Indexing, Python, dan SQL serta berpengalaman dalam bidang teknologi blockchain, bertanggung jawab untuk mengembangkan model-data yang akurat dan efektif, serta mengembangkan pipeline-data untuk memenuhi kebutuhan komunitas yang luas."
5914,"Menguasai Data Engineering, Hadoop, Scala, Hive, Impala, Unix Scripting, SQL, dan Performance Tuning dengan pengalaman 0 tahun di bidang Data Science, Retail Banking, dan Financial Services, bertanggung jawab untuk merancang dan mengimplementasikan data pipelines yang skalabel dan tahan lama menggunakan Scala dalam Hadoop, serta melakukan tuning performa."
5915,"Informatica PowerCenter, Azure, dan SQL, mampu menguasai dan berpengalaman dalam pengembangan data engineering selama 6 bulan di bidang data warehousing dan data modelling, bertanggung jawab untuk mendesain dan menciptakan pipeline data yang skalabel dan dapat diulang, serta mengembangkan kode yang efisien untuk mengautomasi proses pengambilan dan pembersihan data."
5916,"Menguasai Data Engineering, Python, SQL, SSIS/SSAS, Azure, Azure Synapse, Data Warehouse, Analytics, Machine Learning, Data Pipeline, Development, Data Architecture, Project Management, dan Change Management dengan pengalaman tidak ada di bidang yang sama, bertanggung jawab untuk melaksanakan tugas utama pekerjaan sebagai Senior Data Engineer."
5917,"Menguasai Data Engineering, Software Engineering, serta teknologi cloud seperti AWS, Azure, dan GCP, serta memiliki kemampuan dalam bahasa pemrograman seperti Python, Ruby, dan Javascript, serta memiliki latar belakang pendidikan terbuka untuk semua jenjang dan jurusan, dengan pengalaman kerja NULL, bertanggung jawab untuk membantu pelanggan mempercepat proyek data mereka dengan fokus pada implementasi teknis awal Ascend, serta bertanggung jawab untuk meningkatkan kemampuan pelanggan dalam merancang dan membangun sistem data sendiri."
5918,"Menguasai BigQuery, DataFlow, Pub/Sub, Composer, Data Lake, Hadoop, NoSQL, CloudSQLBigQuery, DataFusion, Cloud Composer, Data Catalog, Caching, Message Buses, Data Governance, Data Integration, Data Quality, dan Data Management, dengan pengalaman bertanggung jawab dalam mengembangkan dan mengelola sistem data skala besar, serta memiliki kemampuan untuk menerapkan solusi data yang inovatif dan efektif untuk meningkatkan kualitas data dan integrasi data."
5919,"Menguasai Data Engineering, Data Leadership, Redshift, Python Scripting, Glue, Quicksight, Data Modeling, ETL Processes, Agile serta memiliki pengalaman bertanggung jawab dalam bidang Financial Services selama NULL tahun, bertugas sebagai Lead Data Engineer untuk memberikan dukungan teknis kepada tim, mengembangkan rencana data, dan melaksanakan strategi data dengan baik."
5920,"Menguasai Data Analysis, Statistical Techniques, SQL, R, Python, serta memiliki kemampuan DataDriven DecisionMaking, Data Modeling, Algorithms, A/B Testing, Data Quality, Data Manipulation, Data Visualization, Tableau, Power BI, dan Statis, dengan pengalaman tidak ada, bertanggung jawab untuk menganalisis dan menerjemahkan data besar menjadi informasi yang bermanfaat untuk membantu organisasi mendapatkan keunggulan kompetitif."
5921,"Menguasai Data Analysis, Sybase, DB2, ECDA, API Integration, Software Modeling, API Documentation, Troubleshooting, Industry Trends, Crystal Reports, Excel, SSRS, Data Mining, Data Trends dengan pengalaman lebih dari 10 tahun di bidang Data Analyst, bertanggung jawab untuk menganalisis sumber data saat ini, mengidentifikasi sumber data baru/alternatif, mendesain dan mengimplementasikan integrasi API, serta bekerja sama dengan pengembang dan manajer proyek untuk memahami kebutuhan integrasi."
5922,"Menguasai data analysis, data mining, data visualization, SQL, MSSQL, SSRS, Power BI, Tableau, data wrangling, data modeling, data migration, data reporting, data management, dan data scientist. Bertanggung jawab dalam mengembangkan query otomatis dan ekstraksi data di berbagai lingkungan komputasi. Berpengalaman dalam mengembangkan kemampuan data mining dan alat untuk memenuhi kebutuhan pelanggan bisnis internal dan eksternal."
5923,"Menguasai SQL dan Tableau, serta memiliki pengalaman minimal 12 bulan dalam bidang analisis data, bertanggung jawab untuk melakukan analisis data yang mendalam dan mengembangkan laporan yang efektif dengan menggunakan SQL dan Tableau."
5924,"Menguasai statistik analitis dan pengolahan data dengan menggunakan paket analisis seperti Minitab, SPSS, dan SQL, serta memiliki kemampuan data visualisasi menggunakan Tableau, dengan pengalaman 5-7 tahun di bidang matematika, teknik, atau ilmu komputer, dan bertanggung jawab untuk mendukung pemimpin senior dan bekerja sama dengan perusahaan besar."
5925,"Menguasai Data Engineering, Data Mining, Machine Learning, Business Intelligence, SQL, Data Warehousing, Data Pipelining, Data Integration, Data Cleansing, Data Transformation, Data Enrichment, dan Cloud Computing, serta berpengalaman dalam pengembangan data dengan SQL, mampu mengelola informasi untuk kueri fleksibel dan pembaruan cepat, bertanggung jawab untuk memberikan wawasan bisnis, dengan pengalaman minimum NULL di bidang Data Engineering dan Analytics, terbuka untuk semua jenjang dan jurusan pendidikan."
5926,"Menguasai Data Analysis, PowerBI, ServiceNow, dan Microsoft Power BI, serta memiliki kemampuan Data visualizations, Data management, dan ITIL v4 Foundations, serta ISO 20K, dengan pengalaman tidak ada di bidang Data/Business Intelligence Analyst, bertanggung jawab untuk mengumpulkan dan menganalisis data, mengembangkan dan menyajikan dashboard, laporan, dan visualisasi data untuk pelanggan internal dan eksternal, serta menerapkan metode statistik untuk mengidentifikasi tren dan pola dalam data."
5927,"Menguasai Information Security, NIST 800, System Security Plans (SSP), Security Assessment Reports, Risk Assessments, Security System Architect, System Administrator, Network Administrator, dan Vulnerability Scans, dengan pengalaman tidak ada di bidang yang sama, bertanggung jawab untuk mengarsitektur sistem yang aman, melakukan asesmen sistem secara mandiri untuk konfigurasi yang aman dan kompatibilitas dengan direktif Federal, NIST 800-53, dan Treasury, serta merancang, mengembangkan, mengalami, dan menerapkan solusi untuk memenuhi persyaratan MLS."
5928,"Menguasai ASP.NET, ColdFusion, C#, Oracle Developer Suite, SharePoint, Microsoft Office, Visio, Project, Web Site Design, Adobe Captivate, Lexis CaseSoft Suite, Microsoft Dynamics CRM, Database Structure, dan Oracle, serta mampu beradaptasi dengan lingkungan kerja yang dinamis, dengan pengalaman kerja yang tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan, bertanggung jawab untuk melaksanakan tugas utama pekerjaan sebagai Data Analyst."
5929,"Menguasai Data Analysis, Data Visualization, PowerBI, Tableau, Data Mining, Metrics Development, Reporting, Project Management, Process Improvement, Data Integrity, Security Compliance, Agile Development, dan Customer Experience (CX) design dengan pengalaman minimum NULL di bidang IT dan bertanggung jawab untuk mengembangkan metrik dan insigh data, mendukung pengembangan dokumentasi program dan proyek, serta meningkatkan akses data dan alat pelaporan melalui desain pengalaman pelanggan yang terstandar."
5930,"Menguasai data analysis, data science, data analytics, data visualization, SQL, Tableau, Python, Excel, Statistics, Predictive analytics, Machine learning, dan R, serta berpengalaman dalam bidang data scientist dengan tidak ada pengalaman kerja, bertanggung jawab untuk melakukan tugas utama pekerjaan sebagai Senior Data Analyst."
5931,"Menguasai Data Analysis, Software Development, Technical Writing, Product Development, Database Reporting, Data Visualization, Project Management, Communication, serta memiliki kemampuan menggunakan AWS, Excel, Tableau, Power BI, JIRA, dan SharePoint, dengan pengalaman tidak ada, bertanggung jawab untuk mengembangkan aplikasi berkualitas dengan melakukan analisis data pada berbagai tahap proyek dan mendukung perubahan teknis aplikasi dengan dukungan dari leadership."
